br_id,name,state,region,owner,operator,location,longitude,latitude,project,dam_type,reservoir,national_id,watercourse,original_construction,spillway_type,crest_elevation,url
dam_307,Twin Buttes Dam,Texas,Great Plains,Oklahoma-Texas Area Office,NA,NA,-100.5333,31.3767,San Angelo,NA,Twin Buttes,TX00022,Spring Creek,1960-1963,NA,1991,https://www.usbr.gov/projects/index.php?id=307
dam_305,Twin Lakes Dam,Colorado,Great Plains,Eastern Colorado Area Office,NA,13 mi S of Leadville,-106.4617,39.0833,Fryingpan-Arkansas,NA,Twin Lakes,CO02045,Lake Creek,1978,NA,9210,https://www.usbr.gov/projects/index.php?id=305
dam_193,Twitchell Dam,California,Mid-Pacific,South-Central California Area Office,Santa Maria Valley River Water Conservation District,NA,-120.3167,34.9778,Santa Maria,NA,Twitchell,CA10197,Cuyama River,1956-1958,NA,692,https://www.usbr.gov/projects/index.php?id=193
dam_256,Unity Dam,Oregon,Pacific Northwest,Snake River Area Office,Burnt River Irrigation District,"7 miles east of Hereford, Oregon",-118.1806,44.5042,Burnt River,Zoned Earthfill,Unity,OR00593,Burnt River,1936-1938,A concrete chute at the right abutment controlled by two 24-foot-wide by 16-foot-high radial gates,3827.3,https://www.usbr.gov/projects/index.php?id=256
dam_301,Upper Slaven Diversion Dam,Nevada,Upper Colorado,NA,NA,"11 mi E of Battle Mountain, NV",NA,NA,Humboldt,NA,NA,NA,Humboldt,1958,NA,4560,https://www.usbr.gov/projects/index.php?id=301
dam_257,Upper Stillwater Dam,Utah,Upper Colorado,Provo Area Office,Central Utah Water Conservancy District,NA,-110.6992,40.56,CUP-Bonneville Unit,Roller compacted concrete,Upper Stillwater,NA,Rock Creek,1983-1987,NA,8180,https://www.usbr.gov/projects/index.php?id=257
dam_258,Vallecito Dam,Colorado,Upper Colorado,Western Colorado Area Office - Durango,Pine River Irrigation District,"18 miles northeast of Durango, CO",-107.57537841796875,37.37775337577529,Pine River,Zoned earthfill,Vallecito,CO01695,Pine River (Los Pinos),1938-1941,NA,7673,https://www.usbr.gov/projects/index.php?id=258
dam_335,Vandalia Diversion Dam,Montana,Great Plains,Paradise Valley Irrigation District,NA,"On the Milk River 3 miles west of Vandalia, Montana.",-106.9749,48.3727,Milk River,"Reinforced concrete slab and buttress weir, movable crest embankment wing",NA,MT00584,Milk River,1917,Movable overflow crest. Auxiliary crest,2,https://www.usbr.gov/projects/index.php?id=335
dam_260,Vega Dam,Colorado,Upper Colorado,Western Colorado Area Office - Grand Junction,Collbran Conservancy District,"10 miles east of Collbran, CO",-107.81081199645996,39.222990274902536,Collbran,"Zoned rolled earth, rockfill",Vega,CO01697,Plateau Creek,1957-1959,NA,7997,https://www.usbr.gov/projects/index.php?id=260
dam_302,Virginia Smith Dam,Nebraska,Great Plains,Nebraska-Kansas Area Office,Twin Loups Irrigation District,NA,-99.2,41.8333,PSMBP-North Loup,NA,Calamus River,NE82904,Calamus River,1985,NA,2259,https://www.usbr.gov/projects/index.php?id=302
dam_83,Wanship Dam,Utah,Upper Colorado,Provo Area Office,Weber Basin Water Conservancy District,"1.5 miles south of Wanship, UT",-111.40548706054688,40.788558849975054,Weber Basin,Zoned earthfill,Rockport Lake,UT10131,Weber River,1954-1957,NA,6055,https://www.usbr.gov/projects/index.php?id=83
dam_85,Warm Springs Dam,Oregon,Pacific Northwest,Warmsprings Irrigation District,NA,"13 miles southwest of Juntura, Oregon",-118.2092857,43.58505,Vale,NA,Warm Springs,OR00082,Middle Fork of the Malheur River,1918-1919,Overflow crest controlled by flashboards,3409,https://www.usbr.gov/projects/index.php?id=85
dam_86,Wasco Dam,Oregon,Pacific Northwest,Columbia-Cascades Area Office,Juniper Flat District Improvement Company,NA,-121.6895197,45.1748403,Wapinitia,Zoned Earthfill,Clear Lake,OR00326,Clear Creek,1958-1959,Outlet overflow weir,3526,https://www.usbr.gov/projects/index.php?id=86
dam_281,Webster Dam,Kansas,Great Plains,Nebraska-Kansas Area Office,NA,NA,-99.4217,39.4083,PSMBP-Webster,NA,Webster,KS00025,SF of Solomon Rive,1953-1956,NA,1944,https://www.usbr.gov/projects/index.php?id=281
dam_87,Whalen Diversion Dam,Wyoming,Great Plains,North Platte Projects Field Office,Goshen Irrigation District,NA,-104.62908,42.24766,North Platte,NA,NA,NA,North Platte River,1909,NA,4292,https://www.usbr.gov/projects/index.php?id=87
dam_90,Whiskeytown Dam,California,Mid-Pacific,Northern California Area Office,NA,NA,NA,NA,CVP-Shasta/Trinity,NA,Whiskeytown Lake,CA10204,Clear Creek,1960-1963,NA,1228,https://www.usbr.gov/projects/index.php?id=90
dam_91,Wickiup Dam,Oregon,Pacific Northwest,Columbia-Cascades Area Office,North Unit Irrigation District,NA,-121.7039162,43.6953977,Deschutes,Zoned Earthfill,Wickiup,OR10022,Deschutes River,1939-1949,Emergency unaged with stop logs and fuseplug,4347,https://www.usbr.gov/projects/index.php?id=91
dam_98,Willow Creek Co Dam,Colorado,Great Plains,Eastern Colorado Area Office,Northern Colorado Water Conservancy District,NA,-105.9417,40.1467,Colorado-Big Thompson,NA,Willow Creek,CO01670,Willow Creek,1951-1953,NA,8140,https://www.usbr.gov/projects/index.php?id=98
dam_95,Willow Creek Dam,Montana,Great Plains,Montana Area Office,NA,"On Willow Creek, tributary to the Sun River, in Lewis and Clark County about 5 miles northwest of Augusta, Montana. Four small earth dikes close low areas north of the dam.",-111.6998,45.7138,Sun River,Modified homogeneous earthfill,Willow Creek,MT00577,Willow Creek,1907-1911,"Uncontrolled, open channel emergency spillway in dike #5 about 3,600 ft north of dam with concrete cutoff wall and rock paving at crest.",4,https://www.usbr.gov/projects/index.php?id=95
dam_282,Willwood Diversion Dam,Wyoming,Great Plains,Big Horn Basin Field Office,Willwood Irrigation District,NA,-108.90976,44.67157,Shoshone,NA,NA,WY01382,Shoshone River,1924,NA,4514,https://www.usbr.gov/projects/index.php?id=282
dam_101,Wind River Diversion Dam,Wyoming,Great Plains,Big Horn Basin Field Office,Midvale Irrigation District,NA,-108.95534,43.22476,PSMBP - Riverton Unit,NA,NA,WY01383,Wind River,1921-1923,NA,5581.25,https://www.usbr.gov/projects/index.php?id=101
dam_102,Woodston Diversion Dam,Kansas,Great Plains,NA,NA,"2 miles West of Woodston, KS",-99.1331,39.4486,PSMBP-Webster,NA,NA,NA,Solomon River,1957-1959,NA,1700,https://www.usbr.gov/projects/index.php?id=102
dam_262,Yellowstone River Diversion Dam,Montana,Great Plains,Montana Area Office,Huntley Project Irrigation District,"On the Yellowstone River, about 2 miles southwest of Huntley, Montana.",-108.34865927696228,45.87454673186175,Huntley,Concrete weir,NA,NA,Yellowstone River,1934,Concrete weir,3,https://www.usbr.gov/projects/index.php?id=262
dam_265,Yellowtail Afterbay Dam,Montana,Great Plains,Montana Area Office,NA,2.2 miles downstream from Yellowtail Dam,-107.92131900787354,45.31620533823279,"Yellowtail Unit, Pick-Sloan Missouri River Basin Program",Concrete gravity with embankment wings,Yellowtail Afterbay,MT00582,Bighorn River,1964-1965,"Concrete ogee crest, controlled by five 30- by 13.5-ft radial gates",3,https://www.usbr.gov/projects/index.php?id=265
dam_264,Yellowtail Dam,Montana,Great Plains,Montana Area Office,NA,"On Bighorn River, near Fort Smith, Montana in Big Horn County in South-Central Montana, 43 miles southwest of Hardin Montana.",-107.95775413513184,45.3068700743631,"Yellowtail Unit, Pick-Sloan Missouri River Basin Program",Concrete thin arch,Bighorn River,MT00576,Bighorn River,1963-1966,"Concrete tunnel through the left abutment, controlled by two 25- by 64.4- ft radial gates.",3,https://www.usbr.gov/projects/index.php?id=264
