br_id,name,overview,url
dam_322,Robles Dam,"Robles Diversion Dam diverts water from the Ventura River into Casitas during the rainy season, December through February. A conduit system conveys Casitas water for 36 miles to populated areas in Ventura County. Casitas is operated by the Ventura River Municipal Water District under a permanent contract with the Bureau of Reclamation. Casitas Reservoir is a part of the Bureau of Reclamation's Ventura River development project; in addition to Casitas Reservoir, the project includes Robles Diversion Dam, Robles Casitas Canal and a conduit system. Casitas Dam, completed in 1958, is in Coyote Creek, a tributary to the Ventura River. The storage capacity is 250,000 acre-feet covering 2,700 acres and it receives inflow from both the Ventura River and Coyote Creek watersheds.",https://www.usbr.gov/projects/index.php?id=322
dam_323,Roza Diversion Dam,"Roza Diversion Dam, located 10 miles north of Yakima, diverts water from the Yakima River. The dam is a concrete weir, movable crest structure, 486 feet long at the crest, 67 feet high, and contains 21,700 cubic yards of concrete. In 2010, Reclamation modified the 110-foot long west roller gate to reduce the amount of water leakage under the gate, and to provide improved downstream passage for juvenile salmonids of all species, as well as adult steelhead kelts.",https://www.usbr.gov/projects/index.php?id=323
dam_208,Ruedi Dam,"Ruedi Dam is a rock and earthfill structure that stands about 285 feet  high above streambed and has a crest length of 1,042 feet.  The  Reservoir is on the western slope of the Rocky Mountains, where  snow-capped mountain peaks reach over 13,000 feet and the thickly  forested slopes provide an exceptionally beautiful background for  recreation activities.  Recreation facilities consist of 4 campgrounds  accommodating 81 campsites and 2 boat-launching ramps. Surface available  for recreation includes 997 acres. Primary recreation activities  include camping, motorized boating, sailing, and fishing. Access is  good. Game fish species available include rainbow trout, brown trout,  and mackinaw trout. Facilities closed in winter due to ice and snow.",https://www.usbr.gov/projects/index.php?id=208
dam_268,Rye Patch Dam,"Rye Patch Dam is no longer owned, operated or maintained by Reclamation.",https://www.usbr.gov/projects/index.php?id=268
dam_214,Salmon Lake Dam,"Salmon Lake Dam is an earthfill structure 54 feet high, and has a volume of 195,000 cubic yards. The total active reservoir capacity of Conconully Lake is 15,700 acre-feet (active 10,500 acre-feet). The spillway is a siphon type with a capacity of 400 cubic feet per second. The outlet works is a conduit controlled by two gates. A small diversion headwords structure on Salmon Creek diverts the flow into the reservoir through a short feeder canal. In July 1998, a reservoir operating restriction to elevation 2314 feet was imposed on Conconully Lake as an interim risk reduction measure pending structural modifications to address seismic safety concerns. This reduces the active reservoir capacity to 7,400 acre-feet. Geology Salmon Lake Dam is founded on the left abutment against rock.The embankment dam across the valley floor and in the right abutment is founded in such materials as silt, sand and gravel, including boulders. The outlet works and spillway are founded on metamorphic sedimentary rock (gneiss).",https://www.usbr.gov/projects/index.php?id=214
dam_324,San Acacia Diversion Dam,"The Middle Rio Grande Project was authorized by the Congress to improve and stabilize the economy of the Middle Rio Grande Valley by rehabilitation of the Middle Rio Grande Conservancy District facilities and by controlling sedimentation and flooding in the Rio Grande. The Bureau of Reclamation and the Corps of Engineers jointly planned the comprehensive development of the project. Reclamation undertook the rehabilitation of El Vado Dam, rehabilitation of project irrigation and drainage works, and channel maintenance. The Corps of Engineers was assigned the construction of flood control reservoirs and levees for flood protection. There are three diversion dams, all of which have been rehabilitated. Angostura Diversion Dam, serving the Albuquerque Division, consists of a concrete weir section 17 feet high and 800 feet long; Isleta Diversion Dam, serving the Belen Division, is a reinforced concrete structure 21 feet high and 674 feet long with 30 radial gates; and San Acacia Diversion Dam, serving the Socorro Division, is 17 feet high and 700 feet long with 29 radial gates. Lands in the Cochiti Division, previously served by the Cochiti Diversion Dam, now receive their supply directly from Cochiti Dam, a Corps of Engineers flood control dam. Cochiti Diversion Dam was inundated by the construction of Cochiti Dam.",https://www.usbr.gov/projects/index.php?id=324
dam_325,San Justo Dam,"San Justo Dam and Reservoir are located near the center of the Coast Ranges Province of California. The province is characterized by north-west-tending valleys and mountain ranges formed along major faults as a result of plate tectonic stresses. The mountain ranges consist of uplifted, pre-Cenozoic 'basement' rock, comprising a series of narrow v-shaped canyons and ridges flanked by rolling foothills. The Diablo Range to the east is underlain by two different rock units, the Franciscan Assemblage and the Great valley Sequence. To the west, the Gabilan Range is underlain by the granitic Sur Series where ""basement"" rock is partially blanketed by Cenozoic sedimentary rock. East and south of Hollister, the Diablo Range and the Gabilan Range are capped by Mesozoic volanic flows. The valleys are filled with Cenozoic marine and nonmarine sediments. In the valleys east of the San Andreas Rift Zone, Pliocene lakebed sediments are common below elevation 122 meters. The reservoir and damsite are located wirthin the eastern foothills of the Gabilan Range. In this area, the foothills are underlain by unindurated, compact sediments believed to be of Pliocene-Pleistocene age.",https://www.usbr.gov/projects/index.php?id=325
dam_270,Sanford Dam,"The rock exposed in the vicinity of Sanford Dam are all of sedimentary origin. They include consolidated to slightly cemented sand, clay and gravel belonging to the Tertiary Ogallala formation which rest unconformably on formation of Permian age. Sanford Dam is on the Canadian River 8 miles west of Borger, Texas, and 37 miles northeast of Amarillo. It is a zoned earthfill structure with a crest width of 40 feet, a crest length of 6,380 feet, and a structural height of 228 feet. The spillway has an ungated morning-glory enterance structure, a 22-foot-diameter concrete conduit, and a chute and stilling basin. The reservoir formed by Sanford Dam, named Lake Meredith, has a surface area of 30,466 acres at maximum water surface and a total capacity of 1,407,572 acre-feet. The reservoir provides flood control, fish and wildlife, recreation, and municipal and industrial water supply.",https://www.usbr.gov/projects/index.php?id=270
dam_220,Satanka Dike Dam,"Satanka Dike is located at the North end of Horsetooth Reservoir, 4 miles northwest of Fort Collins, Colorado. Satanka Dike Closes saddle on the north shoreline, about 800 feet northwest of the dam. The outlet works are a concrete conduit through base of dam, controlled by two 72-inches hollowjet valves. The foundation is Limey shales and sandstones overlain with silty, sandy clay.",https://www.usbr.gov/projects/index.php?id=220
dam_326,Sawyer Diversion Dam,"The Sawyer Diversion Dam is located on Sawyer Creek, 4.5 miles south of Norrie, Colorado. The spillway is a dike embankment with a concrete inlet. The sluiceway is a 5-foot-diameter cast iron slide gate with a nonprojecting lift. The headworks is a 2.5-foot-diameter cast iron slide gate with a nonprojecting lift.",https://www.usbr.gov/projects/index.php?id=326
dam_327,Scofield Dam,"Scofield Dam is on the Price River, a tributary of the Green River, about 22 miles northwest of Price, Utah, and is the principal feature of the Scofield Project. Scofield Dam is a zoned earthfill structure with a structural height of 125 feet. It contains 204,000 cubic yards of material. The spillway is a free overflow concrete chute on the right abutment of the dam. The outlet works consists of an inlet structure, a concrete conduit through the base of the dam, and a gate chamber housing two gates, one for emergency operation and the other for regulation of reservoir outflow. Geology The Scofield dam site is located near the northern plateau, a large area of nearly horizontal sedimentary rocks that has been elevated above the general level of the region. The rock column is made up of sandstone, shales, limestone and coal ranging in age from cretaceous to tertiary. Locally, the beds have been faulted into horst-graben type of structure. Pleasant valley in which the reservoir is located occupies one of the larger down-thrown or graben blocks. The dam site is located in a narrow canyon cut by Fish Creek as it drained eastward across on of the up-thrown blocks. The reservoir basin is partially structural and partly erosional being combined result of faulting and subsequent erosion. There is no evidence of recent movement on the fault. The basin is covered with a thick mantle of slope wash, which has formed an effective seal over the fault zones.",https://www.usbr.gov/projects/index.php?id=327
dam_225,Scoggins Dam,"Scoggins Dam is a 151-foot-high zoned earthfill structure that is 2,700 feet long at the crest and contains 4 million cubic yards of material. The upstream side of the dam is faced with rock riprap for protection against wave action; the downstream side is faced with topsoil and planted with grass. Total capacity of Henry Hagg Lake is 59,910 acre-feet (active 53,600 acre-feet). As part of the operation and maintenance modification activities, a drain was installed on the left abutment in 1987. Regional Geology Scoggins Dam and Reservoir are situated in the foothill on the eastern slope of the north-trending coast ranges of northwestern Oregon. This portion of the eastern flank of the coast ranges is a northeast-dipping monocline consisting of marine volcanic and sedimentary formations of Tertiary age. Near the eastern limit of the foothills (east of the damsite), these units are unconformably overlain by the Columbia River Basalt of Miocene age. The basalt is in turn unconformably overlain by various nonmarine sedimentary units of Pliocene and Pleistocene age (Schlicker and Deacon, 1967; fig. EG-1). This region is broken by a series of northwest trending faults having displacements of several hundred to more than a thousand feet (Schlicker and Deacon, 1967). All major valleys, including Scoggins Creek on which the dam is situated, are underlain by unconsolidated stream alluvium of recent (Holocene) age. Stratigraphy. - The regional geologic units are described in detail below in order of decreasing age:  (1) Eocene volcanics and sediments undifferentiated - This unit is a sequence of structurally complex basalt flows, pillow lava, tuff, agglomerate, and breccia with well-indurated marine siltstone and sandstone interbeds. The sequence dips east and northeast and is several thousand feet thick in the Scoggins Creek area, thickening westward in the coast ranges. Only the extreme northwest portion of the reservoir is underlain by this unit. It is overlain, presumably conformably, by the Yamhill Formation. (3) Spencer Formation - The Spencer Formation is exposed in a nearly continuous, 17-mile belt that commences just east of Carlton and trends northwesterly nearly to Gales Peak, a few miles north of Scoggins Creek. The formation is more than a mile wide east of Carlton and narrows to about a quarter of a mile where it crosses the Tualatin River and Scoggins Creek. The formation consists of thick-bedded to massive, well-sorted, friable, fine- to medium grained feldspathic sandstone with occasional thin carbonaceous siltstone and claystone interbeds. In the top and bottom portions of the formation, thin-bedded siltstone and claystone predominate. The sandstone is typically composed of about 40 percent quartz, 55 percent plagioclase feldspar, and 5 percent muscovite, biotite, and chlorite. In the northwest, two-thirds of its outcrop belt, where it averages 200 feet in thickness, the formation is composed almost entirely of friable, fine sandstone. This unit is less susceptible to landsliding than the other Tertiary marine units in the area. The Spencer Formation is upper Eocene in age and is overlain by Oligocene marine sediments. (2) Yamhill Formation - The Yamhill Formation consists primarily of well-indurated, thin-bedded shale and siltstone with occasional interbeds of green basaltic sandstone and poorly sorted tuffaceous sandstone (photo EG-1). Locally, basalt and gabbro dikes and sills have invaded the formation. The Yamhill Formation underlies most of the Yamhill River Valley and trends northerly in a thinning outcrop belt to within a short distance north of Scoggins Creek. It is also present in isolated exposures in the bed of Gales Creek. Its thickness ranges from probably less than 1,000 feet in the Scoggins Creek area to more than 2,000 feet in the Yamhill River Valley. Its primary structure is monoclinal eastward with local irregularities. This unit weathers deeply and, because of its fine-grained nature, is very susceptible to landsliding on relatively shallow slopes (Tengesdal, 1968). The Yamhill Formation is lower upper Eocene in age and is unconformably overlain by the Spencer Formation. (4) Oligocene marine sediments undifferentiated - The uppermost rocks of the Oligocene sequence are composed of tuffaceous sandstone and siltstone. Beneath this sequence, in most areas, is a section of moderately indurated quartzitic sandstone' The lower part of the Oligocene section generally consists of siltstone, basaltic sandstone, and local conglomerate. In the Scoggins Creek Quarry, basaltic sandstone and conglomerate occur below a well-indurated, limey sandstone which contains abundant megafossils in several 1-foot layers. The total maximum thickness of the undifferentiated Oligocene sequence is estimated to be about 3,000 feet, although its thickness varies considerably in the map area. On the basis of faunal data, the lower Oligocene section is estimated to be about 1,000 feet and the upper Oligocene about 2,000 feet thick. The Oligocene sequence generally dips to the east and northeast at low to moderate angles. Locally, fault beds dip 40 to 500. In a few areas, dips are reversed to the south and southwest to form local anticlines. This sequence is overlain unconformably by the Columbia River Basalt.",https://www.usbr.gov/projects/index.php?id=225
dam_233,Seminoe Dam,"The Seminoe Dam and Power Plant are on the North Platte River about 72 miles southwest of Casper, Wyoming. Seminoe Reservoir, with a total capacity of 1,017,280 acre-feet, provides storage capacity for the water to irrigate the project lands. The power plant generates electric power as the water is released for irrigation or stored in Pathfinder Reservoir for later release as required. The dam is a concrete-arch structure containing 210,000 cubic yards of concrete and rising 295 feet above the rock foundation. Water is released from the reservoir through penstocks to the Seminoe Power Plant, or over a controlled spillway and outlet tunnel. The power plant is located at the base of the dam, and has a rated head of 166 feet. The plant contains three units, each composed of a 13,500-kilowatt generator driven by a 20,800-horsepower turbine. Foundation: Hard granite cut by close joints, generally tight but locally open, with two intersecting major faults under the dam",https://www.usbr.gov/projects/index.php?id=233
dam_328,Senator Wash Dam,"Senator Wash Dam and Reservoir, an offstream pumping facility, is located about 18 miles northeast of Yuma, Arizona, on the California side of the Colorado River 2 miles upstream from Imperial Dam and at the river-end of Senator Wash. The purpose of this strategic off stream retention reservoir is to improve water scheduling of the Colorado River. This is accomplished by storing part of the riverflow upstream of Imperial Dam when it is not needed and releasing it to the river for downstream use when needed.",https://www.usbr.gov/projects/index.php?id=328
dam_329,Shadehill Dam,"The Shadehill Unit area occupies a more or less central position along the Grande River valley between the eastern and western extremities of the basin. The valley occupied by the Grande River varies in width from one-half mile to about one and three-fourths miles and is the physiographic stage of middle maturity. Oxbow lakes and sloughs meander scars and slip-off slopes are evident. Alluvial terraces are situated inside of meanders that occupy the valley width. Meander bends are actively engaged in lateral planation, eroding 50- to 150-foot-high sharp, precipitous valley walls. Bedrock exposed at Shadehill Damsite along the valley walls of the Grande River is the Upper member of the Hall Creek formation of Upper Cretaceous age. In places, the higher land of the immediate valley is only a cap of very thin alluvium deposited over bedrock. Numerous deposits of coarse sand and gravel exist through the terraces. The bottomland along the river is covered with deposits of alluvium consisting of silt, sand and gravel.",https://www.usbr.gov/projects/index.php?id=329
dam_235,Shadow Mountain Dam,"Shadow Mountain Dam is located approximately .8 miles upstream from the alpine glacial limit. The terminal moraine is located to the south of Grand Lake and is mapped as glacial drift. The dam is located in an area where recurrent glaciers mover various distances down the valleys and left a mantle on morainal materials over the older formations. Occasional ridges of glacial debris were deposited across the valleys as end moraines when the ice receded. Shadow Mountain Dam is located in one of these moraines. The upper foundation materials are described as undifferentiated glacial moraine deposits. The heterogeneous mixture of sand, gravel, cobbles and bounders with minor amounts of silt and clay are 28 to 38 feet thick. A 13 to 17 foot thick layer of silt with sand and sandy silt, described as alluvium, lies below the undifferentiated deposits. Underneath the silt layer is the Tertiary Age North Park Formation, consisting of a conglomertitic and tuffaceous sandstone. All the material above the bedrock is described as a glacial deposit.",https://www.usbr.gov/projects/index.php?id=235
dam_241,Shasta Dam,"Shasta Dam is located about nine miles northwest of Redding, California, on the Sacramento River. Built during the seven-year period between 1938 and 1945, the dam is a 602-foot-high concrete gravity dam, which provides flood control, power, and water supply benefits. The reservoir is also used extensively for recreation. Shasta Dam and Shasta Reservoir are key facilities in the Central Valley Project. The water stored in the reservoir represents about 41 percent of the stored water in the CVP. Shasta Reservoir is fed by the Sacramento, Pit, and McCloud rivers, with additional water coming from Squaw Creek. This drainage area receives an average of 62 inches of annual precipitation, which in pre-dam years was a major contributor to frequent floods in the valley below. With the construction of Shasta Dam, the river flows have been regulated and water stored. Water is used for irrigation, municipal and industrial needs, salinity control for the Sacramento-San Joaquin River Delta and to meet environmental needs. Water released to the river is sent through the Shasta Powerplant, which produces hydroelectric power for the 15-state western power grid.",https://www.usbr.gov/projects/index.php?id=241
dam_245,Silver Jack Dam,"Silver Jack Dam is located on Cimarron Creek about 20 miles above the junction with the Gunnison River. The rolled-earthfill dam contains 1,278,140 cubic yards of material and has a structural height of 173 feet. Its crest is 1,050 feet long and 30 feet wide. The outlet works to Cimarron Creek in the right abutment has a capacity of 280 cubic feet per second with the reservoir at the normal water surface elevation of 8926.0 feet and a capacity of 160 cubic feet per second at the minimum water surface elevation of 8840.0 feet. The spillway on the right abutment is an uncontrolled ogee section with a capacity of 6,220 cubic feet per second at maximum water surface elevation. The reservoir has a total capacity of 13,520 acre-feet, including 12,820 acre-feet of active capacity and 700 acre-feet of inactive capacity. When filled to its normal water surface elevation, the reservoir has a surface area of 293 acres. Geology Silver Jack Dam is constructed on glacial till (Qwt) and alluvial stream deposits (Qal). Approximately 20 feet of pervious alluvial gravel overlies at least 80 feet of relatively impervious glacial till. The alluvial deposits blanket the valley bottom along Cimmaron Creek from approximate station 6+10 to 10+50. The pervious alluvial gravel deposits were excavated from the cutoff trench, which is located roughly 150 feet upstream of the dam centerline and approximately 100 feet wide. Alluvial gravel deposits remain beneath the dam upstream and downstream of the cutoff trench. The alluvial material is crudely stratified and predominantly clean to silty, sandy gravel and was logged in the wells of the cutoff trench as ""sandy gravel, cobbles and boulders"". These alluvial deposits also contain occasional thin layers of organic materials. Laboratory analysis of a 30-pound sample of alluvium from the cutoff trench indicated .5 percent nonplastic fines, 22 percent sand, 74 percent gravel and 3.5 percent cobbles. Isolated, small pockets or lenses of sand were noted on the maps of the cutoff trench walls in the alluvium. The contact between alluvium and the glacial till was also mapped in the cutoff trench. The underlying glacial till deposit consists predominantly of widely varying amounts of silt, gravel, cobbles and boulders and was described in the cutoff trench as ""clayey to silty gravel and cobbles with blocks of shale and agglomerate"". Laboratory analyses of glacial till material from the cutoff trench indicate 20 percent fines (liquid limit 36, plasticity index 10), 43 percent sand and 37 percent gravel. The large blocks of rock within the foundation glacial deposits have been attributed to old landslide activity.",https://www.usbr.gov/projects/index.php?id=245
dam_246,Sly Park Dam,"Sly Park Dam is a zoned earthfill dam 190 feet high. It is made up of the main dam and an auxiliary earthfill dike that is 160 feet high. The combined length of the main dam and dike is 1,360 feet. The total volume of the main dam and dike is 1,130,000 cu/yd. The outlet works consist of concrete conduit through the base of the main dam controlled by two, 2.25-foot square high pressure gates. The capacity of the outlet works is 250 s/f. The spillway is an uncontrolled, concrete lined chute in the left abutment of the auxiliary dike with a capacity of 6,700 s/f. Jenkinson Lake, formed by Sly Park Dam, has a capacity of 41,000 ac/ft with a surface area of 650 acres.",https://www.usbr.gov/projects/index.php?id=246
dam_251,Soldier Canyon Dam,"The Soldier Canyon Dam is located on the east shore of Horsetooth Reservoir, 3.5 miles west of Fort Collins, Colorado. The zoned earthfill dam has an outlet works consisting of a concrete conduit through the base of the dam, controlled by two 72-inch hollow-jet valves. The foundation is limey shales and sandstones overlain with silty, sandy clay. The only formation directly involved in the Soldier Canyon site is the Dakota and the upper part of the underlying Morrison. The Dakota is 315 feet thick and consists of three massive sandstones separated by shales. The upper 160 feet on the Morrison is shale, which is limy in places",https://www.usbr.gov/projects/index.php?id=251
dam_190,Soldier Creek Dam,"Soldier Creek Dam, completed in 1974, is a zoned earthfill structure 272 feet high with a crest length of 1,290 feet. Located on the Strawberry River it was completed in 1974. Geology The Strawberry Reservoir is underlain by two Tertiary age formations, the Uinta and Green River. Beds of the Uinta formation are typical fluvial sediments consisting of interbedded, gradational, and interlensed sandstone, siltstone, and shale. This formation conformably overlies the Green River formation, which is typically of lacustrine origin. It consists chiefly of fairly even and continuous beds of siltstone and shale with some limestone and calcareous sandstone beds. The makeup and general nature of these two formations make them naturally impervious.",https://www.usbr.gov/projects/index.php?id=190
dam_191,Soldiers Meadow Dam,"The Soldiers Meadow Reservoir is located on Webb Creek about 6 miles southeast of Waha and has a total storage capacity of 2,370 acre-feet (active 2,370 acre-feet). In 1986, the top 25 feet of embankment at Soldiers Meadow Reservoir was replaced and the crest was raised by 7 feet. In addition, filters were incorporated into the rebuilt embankment and the spillway and outlet works were modified. This work was accomplished under Reclamation’s Safety of Dams Program. Geology Soldiers Meadow Dam is situated on the northeastern edge of the Columbia Plateau, a complex structural basin, several miles deep, lying between the Idaho Batholith on the east and the Cascade Ridge on the west. The basin grades into the Basin and Range Province to the south and is bounded by the older rocks of the Northern Rocky Mountains to the north. The Columbia Basin is characterized by the great accumulation of lave flows and volcanic debris. The lava flows in aggregate are over a mile in thickness and are reported to have a volume that may be as large as 100,000 cubic miles. The basaltic lavas erupted quietly along fissures and spread for great distances from their source. Down warping and filling of the basin probably began in Eocene time, continued through Oligocene, Miocene, Pliocene and may still be in progress.",https://www.usbr.gov/projects/index.php?id=191
dam_196,South Cunningham Creek Diversion Dam,"The South Cunningham Creek Diversion Dam is located on South Cunningham Creek, 5.5 miles east of Norrie, Colorado. The spillway is a concrete inlet with dike embankment. The Sluiceway is an overflow, one 2-foot-square cast iron slide gate with pedestal lift. The headworks is a 2.5-foot-square cast iron slide gate with pedestal lifet and stem.",https://www.usbr.gov/projects/index.php?id=196
dam_330,South Fork Diversion Dam,"The South Fork Diversion Dam is located on the South Fork of the Fryingpan River, about 7.5 miles south of Norrie, Colorado. The spillway is a concrete gravity with retaining walls in combination with earth embankment. The sluiceway is a 5-foot-square cast iron slide gate with a pedestal lift and 5-foot-wide overflow section adjacent to gate structure. The headworks is four 3.5-foot-square cast iron slide gates with pedestal lifts.",https://www.usbr.gov/projects/index.php?id=330
dam_331,Spring Canyon Dam,The formations at Spring Canyon Dam are the same as at Soldier Canyon and Dixon Canyon except that the axis of the dam extends between the outcrops on the middle Dakota sandstone instead of the upper sandstone. The result is that a greater proportion of the foundation rock is Morrison shale and that the upper shale of the Dakota Formation is practically all outside of and downstream of the embankment area. Further differences are that the cutoff trenches will be partly in Morrison shales instead of entirely in Dakota formation as at Soldier Creek and Dixon Canyons.,https://www.usbr.gov/projects/index.php?id=331
dam_202,Spring Creek Debris Dam,"Spring Creek Debris Dam is located on Spring Creek above the Spring Creek Powerplant tailrace. The dam is an earth fill structure that is 196 feet high and has a crest length of 1,110 feet. Spring Creek Reservoir, with a capacity of 5,870 acre-feet, controls debris which would otherwise enter the powerplant tailrace and provides important fishery benefits by controlling contaminated runoff resulting from old mine tailings on Spring Creek.",https://www.usbr.gov/projects/index.php?id=202
dam_332,St. Mary Diversion Dam,"The St. Mary's Diversion Dam, located on the St. Mary River 0.75 downstream from Lower St. Mary Lake, is a 6-foot-high concrete weir and sluiceway with a length of 198 feet and a total volume of 1,200 cubic yards. The St. Mary Canal begins at the St. Mary Diversion Dam on the west side of St. Mary River and crosses the river 9.5 miles below the diversion through a two-barrel steel-plate siphon 90 inches in diameter and 3,600 feet in length. Eight miles below the St. Mary crossing a second two-barrel steel-plate siphon, 78 inches in diameter and 1,405 feet long, conveys the water across Hall's Coulee. A series of five large concrete drops at the lower end of the 29-mile canal provide a total fall of 214 feet to the point where the water is discharged into North Fork Milk River. Design capacity of the canal is 850 cubic feet per second.",https://www.usbr.gov/projects/index.php?id=332
dam_205,Stampede Dam,"Completed in 1970, this rolled earth and rock-filled structure is 239 feet high and 1,511 feet long. The water storage capacity is 226,500 acre-feet which is reserved by court decree for fishery enhancement, primarily for the spawning of the endangered cui-ui, along the Truckee River downstream from Derby Dam and facilities operation of the Pyramid Lake Fishway The reservoir provides water primarily for fishery enhancement along the Truckee River and Pyramid Lake Fishway facilities operation. The reservoir also provides flood control, recreation, a reservoir fishery and other fishery improvements on the main Truckee River, Little Truckee River, and Boca Reservoir.The dam is owned and operated by Reclamation and is part of the Washoe Project.",https://www.usbr.gov/projects/index.php?id=205
dam_209,Starvation Dam,"Starvation Dam is a zoned earthfill dam located three miles northwest of Duchesne, Utah on theStrawberry River. Construction dates: 1967-1970. Geology Only one formation, the Unita, occurs in the damsite and reservoir area. A 1,800-foot thickness was measured near the area by Kay. It is mostly fluvial in origin at the damsite but becomes partially lacustrine within the upper areas of the reservoir. It is composed of interbedded variegated",https://www.usbr.gov/projects/index.php?id=209
dam_210,Stateline Dam,"Stateline Dam, on the East Fork of Smiths Fork within the Wasatch National Forest in Utah, is about 0.5 mile south of the Utah-Wyoming state line. The dam has a height of 148 feet above streambed and a crest length of 2,800 feet. The spillway has a discharge capacity of 5,850 cubic feet per second, an uncontrolled concrete morning glory drop inlet at elevation 9163.2 feet, and a 14.5 foot diameter concrete conduit through the dam along the right abutment with a stilling basin at river level. The outlet works is located under the center of the dam along the stream channel and has a discharge capacity of approximately 400 cubic feet per second at the maximum water surface of 9169.6 feet. Structures along the outlet works include an intake structure, a gate chamber, control house, and stilling basin. Two small earthfill dikes, constructed along the west side of the reservoir basin, have crest lengths of 70 and 130 feet. Each dike is about 10 feet high. Stateline Reservoir has a capacity of 14,000 acre-feet. At maximum water surface elevation, it extends about 1.8 miles upstream from the dam and covers an area of about 300 acres. Geology The dam, dikes and reservoir are located on unconsolidated glacial, alluvial, and slough deposits in the East Fork of Smith Fork Valley near the Utah-Wyoming border state line. Bedrock was not encountered by drill holes or excavations and is not exposed in the dam area. Postglacial alluvial stream deposits are confined to a narrow strip along East Fork of Smith Fork. The character and thickness of these deposits are unknown, however, physiographic relationships suggest alluvial deposits are thin at both the dam axis and within the reservoir area.",https://www.usbr.gov/projects/index.php?id=210
dam_215,Steinaker Dam,"Flows of Ashley Creek are stored by Steinaker Dam, constructed off stream in Steinaker Draw about 3.5 miles north of Vernal. This dam is a zoned earthfill structure with a height of 162 feet, a crest length of 1,997 feet, and a volume of 1,892,000 cubic yards. Steinaker Reservoir has a total capacity of 38,173 acre-feet, and a surface area of 820 acres.",https://www.usbr.gov/projects/index.php?id=215
dam_216,Stewart Mountain Dam,"On the Salt River 41 miles northeast of Phoenix, Stewart Mountain Dam created Saguaro Lake, a 69,765 acre-foot capacity reservoir. The dam is a concrete thin-arch structure, 207 feet high, with gravity abutments. When built by the Salt River Valley Water Users' Association from 1928-1930, the dam included an open, super-elevated channel spillway equipped with radial gates. The spillway was modified by Reclamation in 1936. The work consisted of building a concrete-lined spillway discharge channel, 450 feet long by 265 feet wide, below the existing ogee spillway; reconditioning the hoisting equipment for the radial gates; and installing individual gate operating motors and two 10-kilovolt-ampere gasoline-engine driven generators. From 1988 to 1992, the dam was again modified by Reclamation, to meet concerns about its stability in a probable maximum flood or maximum credible earthquake. To address PMF concerns, a new spillway was constructed on the dam`s right abutment to increase its ability to safely release flood waters. As part of earthquake protection measures, a new concrete overlay was placed over areas on the right and left abutments to improve the dam`s stability. The existing power penstock and river outlet works were also replaced, the road on the top of the dam was raised and widened, and the existing left spillway and spillway wall was modified. In addition, drainage holes were drilled at selected locations in the dam`s foundation to help relieve hydraulic uplift pressures, and some areas of the foundation were grouted to help reduce seepage. Finally, 84 steel cables were installed through the dam and into its foundation to strengthen it.",https://www.usbr.gov/projects/index.php?id=216
dam_333,Stony Gorge Dam,"Foundation: Steeply tilted sedimentary rocks consisting of thick, massive sandstone with interbedded strata of conglomerate and shale. Inactive fault crosses dam axis in streambed.",https://www.usbr.gov/projects/index.php?id=333
dam_221,Sugar Loaf Dam,"Sugar Loaf Dam (Turquoise Lake) is located on the Lake Fork of the Arkansas River, approximately 5 miles west of Leadville, Colorado. The basin is a U-shaped glacial valley with numerous terminal and lateral moraines. The area above timberline is approximately 50 percent solid granite, and 50 percent fractured granite. Turquoise Lake and Lake Fork Creek are located on a terminal moraine 100 feet above the Arkansas River. The Arkansas River flows south 1mile east of the lake.",https://www.usbr.gov/projects/index.php?id=221
dam_226,Sumner Dam,"Sumner Dam and Lake Sumner are on the Pecos River about 250 river miles north of Carlsbad and about 16 miles northwest of Fort Sumner, New Mexico. The dam is a zoned earthfill structure 164 feet high with a volume of 2,250,000 cubic yards. The dam was constructed in 1937 with a major modification in 1956 which raised the dam and increased the spillway capacity. The dam is a zoned earthfill structure 164 feet high with a volume of 2,250,000 cubic yards. It is approximately 3,00 feet long, averages 30 feet wide at the crest, and is 164 feet high at the maximum section. The outlet works consist of a combination pressure tunnel and a 10-foot diameter penstock upstream of the gates and two penstocks, 5.5 feet in diameter, downstream. Releases are controlled by two 48-inch diameter jet flow valves, with a capacity up to 1,740 cubic feet per second at the top of the flood control pool. Irrigation releases, up to 100 cubic feet per second, may be made through a 20-inch jet flow valve. Larger releases are made through a service spillway near the west end of the dam. This service spillway is a tainter-gated chute-type structure with three 45-foot openings and an invert elevation at 4,259 feet mean sea level. An emergency spillway in the left abutment consists of a fuse plug type embankment. A 500-foot concrete sill, with a crest elevation of 4,275 feet mean sea level, is covered with earth and rock fill, and forms four individual sections at elevations 4,282, 4,283, 4,284, and 4,285 feet mean sea level. These sections are 130 feet, 130 feet, 118 feet, and 118 feet respectively. The reservoir has an estimated active conservation capacity of 43,768 acre-feet in 1999. In addition to storage for irrigation, the dam and reservoir provide flood control and recreation benefits. While there is no storage allocated to recreation, there is a minimum pool of 2,500 acre feet. In 1980, a transfer of irrigation storage rights to Santa Rosa Dam (a Corps of Engineers' dam), and Reservoir in Northern New Mexico provided for more flood control storage in Lake Sumner (under direction of the Corps of Engineers).",https://www.usbr.gov/projects/index.php?id=226
